orderId,detailId,skuNo,catergory1,catergory2,catergory3,menuTitle,type,amount,cnt,optExtra,size,cupInfo,opt1,opt2,opt3,opt5,opt6,opt7,opt8,opt9,foam1_cnt,foam1_price,foam2_cnt,foam2_price,foam3_cnt,foam3_price,foam4_cnt,foam4_price,foam5_cnt,foam5_price,foam6_cnt,foam6_price,foam7_cnt,foam7_price,foam8_cnt,foam8_price,foam9_cnt,foam9_price,foam10_cnt,foam10_price,foam11_cnt,foam11_price,foam12_cnt,foam12_price,addshot_cnt,addshot_price,addshot2_cnt,addshot2_price,addshot3_cnt,addshot3_price,addshot4_cnt,addshot4_price,prepareStartTime,prepareEndTime,simultaneousPrepare
240314099911010,240314099911010001,BNLT000042,B,N,LT,"고구마 라떼",1,2600,1,NULL,1,0,0,0,0,0,0,0,0,0,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710429820703,1710429821703,0
240314099911011,240314099911011001,BNLT000042,B,N,LT,"고구마 라떼",1,2600,1,NULL,1,0,0,0,0,0,0,0,0,0,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710431204726,1710431205726,0
240314099911012,240314099911012001,BNLT000042,B,N,LT,"고구마 라떼",1,2600,1,NULL,1,0,0,0,0,0,0,0,0,0,2,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710431205683,1710431206683,0
240314099916001,240314099916001001,BNLT000044,B,N,LT,"달고나 라떼",1,4000,1,NULL,2,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,1710383138688,1710383139688,1
240314099916002,240314099916002001,BCCF000027,B,C,CF,"카페 라떼",1,2700,1,NULL,2,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710384931833,1710384932833,1
240314099916003,240314099916003001,BCCB000033,B,C,CB,"돌체 콜드브루 라떼",1,3500,1,NULL,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710384932743,1710384933743,1
240314099916003,240314099916003002,BCCB000033,B,C,CB,"돌체 콜드브루 라떼",1,3500,1,NULL,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710384932743,1710384933743,1
240314099916004,240314099916004001,FDDS000097,F,D,DS,"매머드 미트 칠리 핫도그 세트",1,6400,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710384933872,1710384934872,1
240314099916005,240314099916005001,BCCF000028,B,C,CF,"카페 모카",1,3300,1,NULL,2,2,1,0,0,0,0,1,0,0,1,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710429674158,1710429675158,1
240314099921002,240314099921002001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240314099921003,240314099921003001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240314099921004,240314099921004001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240314099921005,240314099921005001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710428755217,1710428756217,0
240314099921009,240314099921009001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710429673472,1710429674472,0
240314099921013,240314099921013001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710434702795,1710434703795,0
240314099921014,240314099921014001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710434703661,1710434704661,0
240314099921015,240314099921015001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710434705814,1710434706814,0
240314099921016,240314099921016001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710434706672,1710434707672,0
240314099921017,240314099921017001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710434707996,1710434708996,0
240314099921018,240314099921018001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710434710141,1710434711141,0
240314099921019,240314099921019001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710436431810,1710436432810,0
240314099921020,240314099921020001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710436432734,1710436433734,0
240314099921021,240314099921021001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710436433443,1710436434443,0
240315099910001,240315099910001001,BCCF000020,B,C,CF,"바닐라 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,1,400,0,400,0,400,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710507028735,1710507038195,1
240315099910002,240315099910002001,BCCF000024,B,C,CF,"아몬드 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,4,0,0,1,400,0,400,0,400,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710507943987,1710507944987,1
240315099916001,240315099916001001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710494745663,1710494746663,1
240315099916002,240315099916002001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710494809844,1710494819965,1
240315099916002,240315099916002002,BCCF000002,B,C,CF,"꿀 커피",1,2300,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710494833545,1710494838295,1
240315099916003,240315099916003001,BCCF000002,B,C,CF,"꿀 커피",1,2300,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710501612101,1710501613009,1
240315099916004,240315099916004001,BCCF000001,B,C,CF,"꿀 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710501655069,1710501660041,1
240315099916005,240315099916005001,BCCF000001,B,C,CF,"꿀 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710504488959,1710504510443,1
240315099916006,240315099916006001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710514400058,0,1
240315099916006,240315099916006002,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,1
240315099916007,240315099916007001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710517427524,1710517745110,1
240315099916007,240315099916007002,BCCB000040,B,C,CB,콜드브루,1,2300,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710517435193,1710517746110,1
240315099916008,240315099916008001,BNLT000048,B,N,LT,"토피넛 라떼",1,3300,1,NULL,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710517646030,1710517749011,1
240315099916008,240315099916008002,BNTA000057,B,N,TA,"유자 티/에이드",1,2300,1,NULL,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710517649402,1710517749959,1
240315099921001,240315099921001001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710483701415,1710483702415,0
240315099921002,240315099921002001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710494744977,1710494745977,0
240315099921003,240315099921003001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1600,0,0,0,0,0,0,1710507619472,1710507620472,0
240318099916001,240318099916001001,BCCF000001,B,C,CF,"꿀 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738783653,1710738802778,1
240318099916002,240318099916002001,BCCF000024,B,C,CF,"아몬드 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738847631,1710738853435,1
240318099916003,240318099916003001,BNLT000044,B,N,LT,"달고나 라떼",1,4000,1,NULL,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710752693606,1710752694606,1
240318099916004,240318099916004001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710766743939,1710766748459,1
240318099916005,240318099916005001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,1
240318099916006,240318099916006001,BCCF000020,B,C,CF,"바닐라 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710815288209,1710815289209,1
240318099921001,240318099921001001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710747793430,1710747794430,0
240318099921002,240318099921002001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710747866224,1710747867224,0
240318099921003,240318099921003001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710747869775,1710747870775,0
240318099921004,240318099921004001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710747870711,1710747871711,0
240318099921005,240318099921005001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710748501807,1710748502807,0
240318099921006,240318099921006001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710752692286,1710752693286,0
240318099921007,240318099921007001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710752694728,1710752695728,0
240318099921008,240318099921008001,E900002,E,9,00,"EVENT 레몬밤민트티",1,2000,1,NULL,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710752695852,1710752696852,0
240318099921009,240318099921009001,E900000,E,9,00,"EVENT 아메리카노",1,1000,1,NULL,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710752699928,1710752700928,0
240318099921010,240318099921010001,E0050096,E,0,05,"커스터드 푸딩 쉐이크",1,5300,1,NULL,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710753447234,1710753448234,0
240318099921011,240318099921011001,E0050097,E,0,05,"꿀 우유 크림 도넛",2,3500,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710753448002,1710753449002,0
240318099921012,240318099921012001,E0050093,E,0,05,"근대골목 단팥빵",2,3000,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710753448632,1710753449632,0
240318099921013,240318099921013001,E0050063,E,0,05,구슬아이스크림(L),1,8000,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710753449319,1710753450319,0
240318099921014,240318099921014001,BCCF000025,B,C,CF,"아샷추 아이스티",1,3400,1,NULL,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710771261608,1710771262608,0
240318099921015,240318099921015001,E0050063,E,0,05,구슬아이스크림(L),1,8000,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240318099921016,240318099921016001,E0050063,E,0,05,구슬아이스크림(L),1,8000,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710815252772,1710815253772,0
240318100016001,240318100016001001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710737867978,1710737945057,1
240318100016002,240318100016002001,BNTA000061,B,N,TA,"지리산 청매실티",1,4000,1,NULL,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710737943170,1710737944170,1
240318100016003,240318100016003001,BNLT000044,B,N,LT,"달고나 라떼",1,4000,1,NULL,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710737942301,1710737943301,1
240318100016004,240318100016004001,BCCB000041,B,C,CB,"콜드브루 라떼",1,3000,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710738017990,1710738018990,1
240318100016005,240318100016005001,BCCF000002,B,C,CF,"꿀 커피",1,2300,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738017461,1710738018461,1
240318100016006,240318100016006001,BCCF000023,B,C,CF,아메리카노,1,1600,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738144228,1710738145228,1
240318100016007,240318100016007001,BCCB000041,B,C,CB,"콜드브루 라떼",1,3000,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710738145404,1710738146404,1
240318100016008,240318100016008001,BCCF000027,B,C,CF,"카페 라떼",1,2700,1,NULL,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738144868,1710738145868,1
240318100016009,240318100016009001,BCCF000001,B,C,CF,"꿀 라떼",1,3100,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738190239,1710738191239,1
240318100016010,240318100016010001,BNLT000043,B,N,LT,"녹차 라떼",1,3300,1,NULL,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738202749,1710738203749,1
240318100016011,240318100016011001,BNTA000059,B,N,TA,"자몽 티/에이드",1,3500,1,NULL,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710738356251,1710738357251,1
240318100016012,240318100016012001,FDDS000109,F,D,DS,"베이컨 치즈 샌드위치",2,3800,1,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710738529201,1710738530201,1
240318100016013,240318100016013001,BNLT000043,B,N,LT,"녹차 라떼",1,3300,1,NULL,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738530026,1710738531026,1
240318100016014,240318100016014001,BCCF000002,B,C,CF,"꿀 커피",1,2300,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738677853,1710738682889,1
240318100016015,240318100016015001,BCCF000002,B,C,CF,"꿀 커피",1,2300,1,NULL,2,2,1,0,0,0,0,0,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,1710738932086,1710739196313,1
240318100016016,240318100016016001,BCCB000033,B,C,CB,"돌체 콜드브루 라떼",1,3500,1,NULL,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710739196004,1710739197004,1
240318100016017,240318100016017001,BCCB000041,B,C,CB,"콜드브루 라떼",1,3000,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710739246046,1710739260545,1
240318100016018,240318100016018001,BCCB000041,B,C,CB,"콜드브루 라떼",1,3000,1,NULL,2,2,1,0,0,0,0,1,0,0,0,400,0,400,0,400,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710739890942,1710739913124,1
